content_id,title,description,category,level,duration,difficulty,rating
1624,Sports Fundamentals - Advanced | Bootcamp (Latest Version),"Gain expert-level knowledge through challenging case studies and complex projects. Skills covered include team collaboration, debugging, problem solving. You will gain hands-on experience using industry-standard tools.",Physical Education & Health,Advanced,150,3,4.26
1625,Body Awareness - Advanced | Project-Based Learning (Updated Edition),"Develop enterprise-grade applications using industry standards and modern architectures. Skills covered include data analysis, software development, real-world deployment. You will gain hands-on experience using industry-standard tools.",Physical Education & Health,Advanced,150,3,3.91
1626,Physical Challenges | Complete Course (2026 Edition),"This beginner-friendly course introduces the essential concepts required to succeed in Physical Education & Health. Skills covered include system design, real-world deployment, best practices. You will be able to apply your knowledge to practical business scenarios.",Physical Education & Health,Beginner,75,1,4.37
1627,Motor Skills - Beginner | Professional Certificate (2026 Edition),"Develop your first practical projects while learning the core concepts of Motor Skills. Skills covered include project implementation, debugging, system design. You will improve your technical and analytical thinking.",Physical Education & Health,Beginner,30,1,4.33
1628,Kids Fitness | Masterclass (2026 Edition),"Explore intermediate concepts in Kids Fitness while building portfolio-ready projects. Skills covered include best practices, problem solving, project implementation. You will confidently work on real software projects.",Physical Education & Health,Intermediate,120,2,4.47
1629,Sportsmanship | Practical Workshop,"Practice real-world scenarios and improve your problem-solving skills in Physical Education & Health. Skills covered include real-world deployment, debugging, data analysis. You will gain hands-on experience using industry-standard tools.",Physical Education & Health,Intermediate,150,2,4.45
1630,Healthy Living | Practical Workshop (2026 Edition),"Develop enterprise-grade applications using industry standards and modern architectures. Skills covered include real-world deployment, software development, debugging. You will be prepared for technical interviews and real-world challenges.",Physical Education & Health,Advanced,210,3,4.12
1631,Healthy Lifestyle | Fundamentals (Updated Edition),"Gain practical skills in Healthy Lifestyle with real-life case studies and beginner projects. Skills covered include best practices, data analysis, software development. You will be able to apply your knowledge to practical business scenarios.",Physical Education & Health,Beginner,45,1,4.47
1632,Movement Games - Intermediate (Latest Version),"Practice real-world scenarios and improve your problem-solving skills in Physical Education & Health. Skills covered include team collaboration, critical thinking, software development. You will be able to apply your knowledge to practical business scenarios.",Physical Education & Health,Intermediate,150,2,4.57
1633,Kids Fitness - Intermediate | Fundamentals (2026 Edition),"Develop scalable solutions using modern frameworks and professional development practices. Skills covered include system design, problem solving, software development. You will understand best practices followed by professional engineers.",Physical Education & Health,Intermediate,120,2,4.46
1634,Exercise and Wellness - Advanced | Fundamentals (Latest Version),"Explore optimization, scalability, and best engineering practices in Exercise and Wellness. Skills covered include best practices, software development, debugging. You will be able to apply your knowledge to practical business scenarios.",Physical Education & Health,Advanced,210,3,4.25
